"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"4353","Non-classical monocytes","CD56brightCD16- NK cells","CD55","ADGRE5",0.00341644878248662,21620.4,0.00426352373900009,20032,0.750901677048972,19241,0.721784626168711,17724,0.941193329730248,22158,0,28947
"4354","CD8+ central memory T cells","CD8+ central memory T cells","B2M","CD3G",0.00341721978103522,11315.6,0.00548195991872009,14700,1.4011724771474,4995,1.13331466464032,7187,0.981184463330769,749,0,28947
"4355","Conventional dendritic cell 2","Classical Monocytes","GRN","SORT1",0.00341806143922845,17976,0.0146206907122975,3375,1.10786571560873,9363,0.966524841256126,10535,0.915042677685802,37660,0,28947
"4356","Small pre-B cell","Non-classical monocytes","HLA-DPB1","CD4",0.00341806143922845,10956.8,0.00946786324362462,6811,1.40109985853035,4996,1.42233186523066,3495,0.961871116592662,10535,0,28947
"4357","Class switched memory B cells","CD8+ central memory T cells","HLA-C","CD8A",0.00342059468548251,11256.6,0.00826216142397017,8340,1.42750925791571,4721,0.966291997712083,10537,0.973362602505709,3738,0,28947
"4358","Myelocytes","CD4+ memory T cells","CD14","ITGB1",0.00342126731877741,9541.6,0.020163527017353,1929,1.5099025284495,3977,1.7179959541097,1664,0.960629452055869,11191,0,28947
"4359","Classical Monocytes","CD8+ effector memory T cells","CD58","CD2",0.00342186182721071,16533.6,0.00766815577060064,9311,1.24656036246965,7006,1.22809341817147,5670,0.925094624192917,31734,0,28947
"4360","Conventional dendritic cell 2","Megakaryocyte progenitors","S100A9","CD36",0.00342262066920204,20458.4,0.00502573706270904,16406,0.681369658946881,22166,0.75090457450409,16728,0.948392624558117,18045,0,28947
"4361","Myelocytes","Pro-B cells","TNFSF13B","HLA-DPB1",0.00342312931475292,12229.8,0.00700509011439442,10539,1.26262140860918,6772,1.20074808451916,6059,0.964912550260091,8832,0,28947
"4362","Classical Monocytes","CD8+ effector memory T cells","HLA-F","CD8B",0.00342566532751925,14917.4,0.0097487719511102,6527,1.29974985986359,6277,1.04902751428159,8807,0.938068757834656,24029,0,28947
"4363","Non-classical monocytes","CD56dimCD16+ NK cells","TGFB1","ITGB1",0.00342570995564145,19010,0.00388221868514486,22170,0.902290435529552,14194,0.985110290942986,10106,0.945538389527749,19633,0,28947
"4364","Classical Monocytes","CD4+ memory T cells","LGALS1","CD69",0.00342693385286328,14493.8,0.00381254553329905,22577,1.05059087194348,10542,1.24789401622995,5433,0.971308742605783,4970,0,28947
"4365","Plasmacytoid dendritic cell progenitors","Conventional dendritic cell 2","B2M","CD1C",0.00342884856604412,12247.4,0.0151487782057721,3167,1.50974133073521,3980,0.620971734579849,21660,0.973816765861374,3483,0,28947
"4366","Classical Monocytes","CD56brightCD16- NK cells","CD55","ADGRE5",0.00342957470023422,21324.6,0.00425973283713034,20053,0.750397239621847,19255,0.767049132658905,16193,0.941168707484467,22175,0,28947
"4367","Plasmacytoid dendritic cells","Myelocytes","APP","FPR2",0.00343137807882736,15345,0.054801332243027,327,2.12338263003254,1232,1.37280900467889,3981,0.907186797124859,42238,0,28947
"4368","CD4+ memory T cells","Classical Monocytes","HLA-A","APLP2",0.00343189522071869,14116.4,0.00388142349472307,22178,1.15246068305638,8555,1.04056966739513,8972,0.977310928651743,1930,0,28947
"4369","Classical Monocytes","Late promyelocytes","AGTRAP","RACK1",0.00343344293207653,19313.6,0.00396931627979974,21670,0.795866802081403,17541,0.608182334431217,22180,0.969309983761254,6230,0,28947
"4370","Conventional dendritic cell 2","Conventional dendritic cell 2","CD14","ITGB2",0.00344118986694858,17457.8,0.00714238308971312,10281,0.831555309418795,16291,1.00951151503944,9580,0.941143470132051,22190,0,28947
"4371","CD56brightCD16- NK cells","CD8+ central memory T cells","B2M","CD3D",0.00344404388233816,10321.8,0.00527980657611943,15427,1.62142957288215,3214,1.37258967078472,3986,0.985943473865083,35,0,28947
"4372","Conventional dendritic cell 2","CD56dimCD16+ NK cells","GNAI2","F2R",0.00344600329307622,16200.2,0.00945546557946006,6823,1.21585670813189,7471,0.965206250008165,10557,0.932750708379443,27203,0,28947
"4373","Classical Monocytes","CD8+ naive T cells","HLA-B","CD3D",0.00344972763984617,14669.6,0.00387788597105187,22201,1.08632855299256,9769,0.935714043546055,11232,0.979649099111494,1199,0,28947
"4374","Non-classical monocytes","CD8+ central memory T cells","TNFSF13B","HLA-DPB1",0.0034505046405277,20558.4,0.00387784916695453,22202,0.872228728576264,15031,0.625318785773971,21490,0.953403632938529,15122,0,28947
"4375","Classical Monocytes","CD8+ effector memory T cells","TGFB1","TGFBR3",0.00345110165301611,17906.2,0.0101671696658452,6131,1.10505356632862,9401,0.973364995868946,10372,0.920071765252341,34680,0,28947
"4376","Mature naive B cells","Conventional dendritic cell 2","HLA-DQB1","CD4",0.00345165796562781,10166.6,0.0137478510930002,3734,1.50890955127774,3989,1.69816208307976,1751,0.95834557270274,12412,0,28947
"4377","CD69+PD-1+ memory CD4+ T cells","CD8+ central memory T cells","HLA-C","CD8A",0.00345365291590957,12298.2,0.00712536808701175,10316,1.26471136362341,6741,0.96498096836079,10563,0.9713748881082,4924,0,28947
"4378","CD8+ central memory T cells","Myelocytes","HLA-B","LILRB2",0.00345672568757366,18512.4,0.00464429838784066,18099,0.792476255835602,17657,0.683786927374646,19124,0.965075490738738,8735,0,28947
"4379","CD8+ naive T cells","CD8+ effector memory T cells","HLA-C","CD8B",0.00345828235047175,15431.2,0.00698862313883759,10566,1.11948476183171,9142,0.607511252176566,22212,0.969207106979154,6289,0,28947
"4380","Conventional dendritic cell 2","CD8+CD103+ tissue resident memory T cells","VCAN","CD44",0.00345983957412737,19836,0.0041796885381219,20473,0.680224168002564,22214,0.988459271635264,10027,0.949293053806048,17519,0,28947
"4381","GammaDelta T cells","Late erythroid progenitor","B2M","TFRC",0.00346003715218986,10690.4,0.00698710064050553,10568,1.40573323023731,4953,1.0828987073419,8122,0.980709141245046,862,0,28947
"4382","CD8+ central memory T cells","Myelocytes","HLA-A","LILRB2",0.00346295570431714,16065.4,0.00507089842065034,16220,0.927619633593305,13483,0.904767245841515,12047,0.963500364352951,9630,0,28947
"4383","CD8+ central memory T cells","Myelocytes","CD99","PILRA",0.00346997520681816,16119.4,0.00693810980086577,10685,1.02759352882736,11035,1.08810533245658,8039,0.9416424852263,21891,0,28947
"4384","Late erythroid progenitor","CD8+ central memory T cells","CDH1","KLRG1",0.00347201578735996,22569.6,0.0526144249717759,355,1.50794342428535,3997,0.925039084482756,11504,0.856228541769196,68045,0,28947
"4385","Megakaryocyte progenitors","Pre-pro-B cells","TNC","ITGA5",0.0034722896529057,18373.8,0.0330788778753436,800,2.45806751920442,758,1.26984920799559,5189,0.881623044988038,56175,0,28947
"4386","Conventional dendritic cell 2","Myelocytes","PTPN6","CLEC12A",0.00347387984612085,16383.2,0.00927754277281294,7029,0.973468412986239,12281,0.927328612456594,11427,0.941057161339452,22232,0,28947
"4387","CD8+ central memory T cells","Myelocytes","B2M","LILRB2",0.00347387984612085,17220.8,0.00443101225365119,19160,0.883808825909369,14692,0.707062148027339,18288,0.971185945214936,5017,0,28947
"4388","Myelocytes","Classical Monocytes","HLA-DRA","CD4",0.00347411307264397,13665.6,0.00698386777394723,10579,1.12498638474244,9050,1.02108120925746,9320,0.962079773002643,10432,0,28947
"4389","Non-classical monocytes","Late promyelocytes","C1QB","CD33",0.00347456600160712,23134.4,0.020111255207182,1939,1.03571821372604,10854,1.37129851486171,3998,0.851467491951276,69934,0,28947
"4390","Conventional dendritic cell 2","Plasmacytoid dendritic cells","C1QB","C1QBP",0.00347539479022632,16973,0.0103178416881076,6002,1.04843800171978,10580,1.41634400446805,3535,0.91824724411503,35801,0,28947
"4391","Conventional dendritic cell 1","CD8+ central memory T cells","LGALS1","CD69",0.00347622431637163,14672.8,0.00387243811750358,22235,0.973497011524239,12280,1.27994586255863,5077,0.971525139617509,4825,0,28947
"4392","Immature B cells","CD56dimCD16+ NK cells","CLEC2D","KLRB1",0.00348180860437294,10501.2,0.00742513543991299,9753,1.75133796363835,2477,2.0782790753628,744,0.961754365185499,10585,0,28947
"4393","Classical Monocytes","CD8+ effector memory T cells","GNAI2","F2R",0.00348309241287016,17469.8,0.00728312436961357,10008,1.1228164934207,9079,1.14339361651195,7005,0.924086769273443,32310,0,28947
"4394","Conventional dendritic cell 1","CD4+ memory T cells","HLA-C","CD3D",0.00348718192023644,16706.2,0.0038695432509829,22249,1.01487130133744,11318,0.677874621377979,19335,0.978084688576904,1682,0,28947
"4395","HSCs & MPPs","CD4+ naive T cells","CXCL12","CD4",0.00348951668700356,21037.6,0.00697764515583086,10591,1.05364582938538,10473,1.73016251037438,1616,0.886592094876529,53561,0,28947
"4396","Conventional dendritic cell 1","Classical Monocytes","GNAI2","C5AR1",0.00349031773399908,14025.6,0.0158504267317865,2935,1.28941630907306,6418,1.00970217406255,9575,0.941022971284578,22253,0,28947
"4397","Pre-pro-B cells","Non-classical monocytes","HLA-B","LILRB2",0.00349208883921523,10289.2,0.0102226900708447,6078,1.57871208874009,3479,0.963399472649928,10593,0.976188852235964,2349,0,28947
"4398","Plasmacytoid dendritic cells","Early erythroid progenitor","APP","RPSA",0.00349245167914897,9851.2,0.00623245251386449,12408,1.8826342806691,1927,1.37076762854698,4005,0.977215886043452,1969,0,28947
"4399","Mature naive B cells","CD8+ effector memory T cells","HLA-A","CD8B",0.00349337543896707,12144.6,0.00756637826982936,9474,1.32858896863277,5879,0.963358337946639,10594,0.969933206847907,5829,0,28947
"4400","Classical Monocytes","CD8+ effector memory T cells","GNAI2","S1PR5",0.0034946623878965,13533.8,0.0125391158566147,4397,1.30534776634615,6200,1.29231203578379,4890,0.939382511553326,23235,0,28947
"4401","Conventional dendritic cell 2","CD8+ effector memory T cells","HLA-B","KLRD1",0.00349594968606367,14755.8,0.00376917564965661,22824,1.07971253515539,9905,0.963158877671699,10596,0.978557470592981,1507,0,28947
"4402","Early erythroid progenitor","Erythro-myeloid progenitors","CP","SLC40A1",0.00350013529357148,14247.6,0.0245904722162154,1369,2.09558109875278,1286,1.37038393972796,4008,0.918534164948957,35628,0,28947
"4403","Non-classical monocytes","GammaDelta T cells","S100A9","ITGB2",0.00350367011982685,19325,0.00412056282690327,20790,0.816460007878991,16805,0.606003887069809,22270,0.966694566240083,7813,0,28947
"4404","Classical Monocytes","CD56brightCD16- NK cells","SELPLG","ITGB2",0.00350603065925776,18555.6,0.00465787326310781,18037,0.894030437155223,14405,1.03212099671824,9116,0.940995627427717,22273,0,28947
"4405","Non-classical monocytes","Early promyelocytes","C1QB","C1QBP",0.00350755109519863,16753,0.0110544124985362,5371,1.04753129687827,10605,1.31971760078398,4594,0.920798405757604,34248,0,28947
"4406","Classical Monocytes","Megakaryocyte progenitors","TNFSF13","TNFRSF1A",0.00351271637026121,19109.2,0.0144279674839222,3462,1.14813915395054,8643,0.975894287559505,10315,0.903772020937039,44179,0,28947
"4407","Classical Monocytes","Conventional dendritic cell 2","ANXA1","FPR1",0.00351271637026121,15970,0.0088686884194795,7531,1.04736231282066,10609,1.21889554522222,5790,0.93311452865515,26973,0,28947
"4408","Conventional dendritic cell 1","CD4+ memory T cells","B2M","CD3G",0.00351785244861527,17503.6,0.00415054177444001,20630,0.905663746629973,14090,0.605555098860224,22288,0.978436749077387,1563,0,28947
"4409","HSCs & MPPs","Classical Monocytes","APOE","SORL1",0.00351788724661481,18455.4,0.00697129099859694,10613,1.08392686336964,9828,1.29583375301522,4844,0.914390957739033,38045,0,28947
"4410","CD8+ central memory T cells","Early erythroid progenitor","CCL5","SDC1",0.00352101030518793,14983,0.00618069240038069,12543,1.31515783964811,6054,1.22435887258866,5715,0.942043485149019,21656,0,28947
"4411","Conventional dendritic cell 1","Megakaryocyte progenitors","CXCL12","ITGB1",0.00352180012355738,13260.6,0.0074554742075841,9702,1.41062191027799,4903,2.34871381176261,458,0.940966423445822,22293,0,28947
"4412","Classical Monocytes","Megakaryocyte progenitors","ITGB2","THY1",0.00352306372811517,12848.6,0.022266669619324,1616,1.91613601258856,1808,1.3396465522334,4336,0.932179209097931,27536,0,28947
"4413","Conventional dendritic cell 2","CD8+ effector memory T cells","HLA-C","CD8B",0.00352306372811517,15754.8,0.00696986404693602,10617,1.11673059431623,9194,0.573354162896569,23697,0.969166972772668,6319,0,28947
"4414","CD56brightCD16- NK cells","CD56brightCD16- NK cells","HLA-E","KLRK1",0.0035258268600919,10249.4,0.00657366243448217,11573,1.60177851076259,3338,1.36915712657863,4018,0.974012819757863,3371,0,28947
"4415","CD56dimCD16+ NK cells","Megakaryocyte progenitors","CALM2","MYLK",0.00352733282161415,16404,0.00687623825181833,10825,1.75148099091945,2475,0.728482535148662,17473,0.940957474064188,22300,0,28947
"4416","Conventional dendritic cell 2","Non-classical monocytes","GRN","SORT1",0.00352824581861904,17229.2,0.0162397409962765,2795,1.15646911012372,8477,0.961985927130609,10621,0.919036954481195,35306,0,28947
"4417","Conventional dendritic cell 1","CD56brightCD16- NK cells","HLA-E","KLRK1",0.00352970610547566,17002.2,0.00385817974699538,22303,1.11943353022364,9144,0.754983446737032,16603,0.96634578138108,8014,0,28947
"4418","CD56dimCD16+ NK cells","Myelocytes","HMGB1","CD163",0.00353287247091935,18813.4,0.00812258935174609,8576,0.900273177877943,14241,0.605093879538807,22307,0.94487829578121,19996,0,28947
"4419","Classical Monocytes","Megakaryocyte progenitors","ADAM15","ITGB1",0.00353343352198425,17508.2,0.00720148852735645,10164,1.15889581098217,8441,1.28744138916758,4971,0.919504492142409,35018,0,28947
"4420","Plasmacytoid dendritic cells","Myelocytes","APP","NOTCH2",0.00353613778260983,12790.2,0.0132117101430266,4022,1.95365794665782,1667,1.44691121647682,3290,0.934685760755685,26025,0,28947
"4421","Non-classical monocytes","CD8+ effector memory T cells","ICAM3","ITGAL",0.00353683362277364,22796,0.00450375776012481,18813,0.678200813293363,22312,0.608789607204255,22158,0.941892399758474,21750,0,28947
"4422","Classical Monocytes","Megakaryocyte progenitors","TNFSF13B","CD40",0.00353732798526971,19134.6,0.00982226376981092,6454,1.16030213012325,8420,0.984924365343993,10116,0.908054359126003,41736,0,28947
"4423","Classical Monocytes","Megakaryocyte progenitors","TGFB1","ITGB5",0.00354122560958856,15390.4,0.0297819953233115,959,2.19694753885821,1105,1.01713785966279,9415,0.917007773413743,36526,0,28947
"4424","Megakaryocyte progenitors","Non-classical monocytes","VCAM1","ITGA4_ITGB1",0.00354130060142158,11756,0.0132104527557606,4024,2.21024832710607,1085,1.56655064224115,2437,0.940974970331979,22287,0,28947
"4425","Classical Monocytes","CD56brightCD16- NK cells","CD58","CD2",0.0035425255204282,17959.4,0.00696454078913739,10632,1.14001147180561,8777,1.10454396158892,7724,0.921691046728406,33717,0,28947
"4426","Non-classical monocytes","Myelocytes","S100A8","CD36",0.00354382578273507,17922.4,0.0102397893746878,6061,1.08554420902825,9792,0.381912774651686,34179,0.961688057306186,10633,0,28947
"4427","Megakaryocyte progenitors","CD56dimCD16+ NK cells","FBN1","ITGB1",0.0035438838511373,12457.8,0.0177966127416409,2407,2.30209059708162,928,1.36837321671261,4025,0.934760971527443,25982,0,28947
"4428","CD8+ central memory T cells","Plasmacytoid dendritic cells","HLA-DRB1","CD4",0.00354397264947146,19300.6,0.00516041590323134,15889,0.983469342316499,12028,0.609392284955727,22125,0.949302000037528,17514,0,28947
"4429","Conventional dendritic cell 2","Classical Monocytes","VIM","CD44",0.00354642736199179,14769.2,0.00337557045874342,25502,1.04643050023017,10635,1.15118485126996,6877,0.977454586186209,1885,0,28947
"4430","CD8+ central memory T cells","Plasmacytoid dendritic cells","HLA-DPB1","CD4",0.00354714924824508,19296.2,0.0050651096000936,16242,1.00229610605807,11603,0.618690213916812,21758,0.948590032992256,17931,0,28947
"4431","HSCs & MPPs","Classical Monocytes","SERPING1","LRP1",0.00354905403250486,19163.8,0.0231570618124079,1508,1.60397934808276,3323,0.880557537857066,12702,0.89449901791168,49339,0,28947
"4432","Conventional dendritic cell 1","CD8+CD103+ tissue resident memory T cells","HLA-B","CD3D",0.00354953319182686,15861.2,0.0038538129363607,22328,1.05937352502207,10341,0.758574630235906,16476,0.979586932068479,1214,0,28947
"4433","Mature naive B cells","Conventional dendritic cell 2","HLA-DPA1","CD4",0.00355163474076682,10597,0.00983845902664148,6437,1.43295832978287,4666,1.59080281454508,2296,0.961682282508371,10639,0,28947
"4434","Myelocytes","Conventional dendritic cell 2","VCAN","SELL",0.00355293746503379,10156.2,0.0113439598418285,5157,1.4718252112138,4296,1.70054590989479,1741,0.961681820920882,10640,0,28947
"4435","CD8+ central memory T cells","Plasmacytoid dendritic cells","BST2","LILRA4",0.0035535092793299,11928.6,0.0152875780968879,3112,4.98989239014762,47,1.06454337908016,8463,0.946549011883801,19074,0,28947
"4436","Mature naive B cells","Classical Monocytes","HLA-DRB5","CD4",0.00355940913035516,10511.8,0.0161104070593076,2842,1.50412751751523,4031,1.62153857109413,2119,0.954311452057467,14620,0,28947
"4437","Myelocytes","Nonswitched memory B cells","CXCL8","CD79A",0.00356200097616871,9475.4,0.0278938307372157,1090,1.50394436406641,4032,1.95539788380649,957,0.958473752311898,12351,0,28947
